Gene,log2FC,pval,-log10(pval),FDR,Status
CASC8,2.967071754581393,2.381209379284065e-05,4.623202415485608,4.180512881333998e-05,Upregulated in BRCA_Basal
MON1B,0.1849978701893819,2.3860556427818435e-05,4.6223194328067745,4.187946080290664e-05,Not Significant
TXNRD2,-0.40187649669332387,2.3860556427818435e-05,4.6223194328067745,4.187946080290664e-05,Not Significant
NR3C1,-0.3008415042233279,2.3860556427818435e-05,4.6223194328067745,4.187946080290664e-05,Not Significant
IKZF3,0.8352819476135653,2.3957763375895243e-05,4.620553728805543,4.204647925298252e-05,Not Significant
PLEKHA7,-0.16721174163601366,2.4006508032271206e-05,4.619671007481823,4.212842386299526e-05,Not Significant
C16orf63,-0.18192082089012962,2.4104280570087252e-05,4.6179058261848684,4.229276797819824e-05,Not Significant
PA2G4,0.2855234659591332,2.4104280570087252e-05,4.6179058261848684,4.229276797819824e-05,Not Significant
STAMBPL1,0.48868822384972943,2.4153308796563844e-05,4.6170233662103115,4.2375168010936035e-05,Not Significant
LRRIQ1,-1.0090979308989245,2.4227029069585044e-05,4.615699839589011,4.250087059248853e-05,Upregulated in BRCA_LumA
SPATA1,-0.4035802724363693,2.427629479324039e-05,4.6148175974008705,4.2583655344764155e-05,Not Significant
WISP3,2.1018316571447526,2.439987643187522e-05,4.61261237305023,4.279677420321557e-05,Upregulated in BRCA_Basal
CCL3L3,-0.754763957669185,2.444947647644487e-05,4.611730435756121,4.288010585038856e-05,Not Significant
KLHL1,-10.000540185466562,2.447431245511957e-05,4.611289499775765,4.2919995124285756e-05,Upregulated in BRCA_LumA
GPR89A,0.2665895008707382,2.449917243387443e-05,4.610848585573098,4.2959919664835104e-05,Not Significant
TWISTNB,0.15402781306456226,2.4548964479197204e-05,4.6099668225005015,4.3039874663263115e-05,Not Significant
TCTEX1D1,0.14041105738018136,2.4548964479197204e-05,4.6099668225005015,4.3039874663263115e-05,Not Significant
TMEM164,-0.4675603090299886,2.4598852787744684e-05,4.609085146537668,4.311628750204557e-05,Not Significant
SMARCA2,-0.15676065680354856,2.4598852787744684e-05,4.609085146537668,4.311628750204557e-05,Not Significant
TRIM39,0.18016491459832068,2.4598852787744684e-05,4.609085146537668,4.311628750204557e-05,Not Significant
SLC35C2,0.1693990557286375,2.4648837535147045e-05,4.608203557683933,4.32002091523146e-05,Not Significant
UBE3C,0.2754747076970753,2.495078110853765e-05,4.6029158538154356,4.372566849888756e-05,Not Significant
FCRL2,0.6259351909709643,2.4976101268938476e-05,4.602475353373105,4.3766303342393e-05,Not Significant
HPS5,0.28751849376200517,2.5001445870745774e-05,4.602034874706805,4.380697407138871e-05,Not Significant
KRT40,1.00282031946982,2.507762654734052e-05,4.600713569363255,4.3936704081490295e-05,Upregulated in BRCA_Basal
PSMB3,0.4852386663705168,2.5103069137602287e-05,4.6002731778002435,4.397752497996275e-05,Not Significant
WAS,0.48019206676781645,2.520508525148559e-05,4.598511829303508,4.4148705752943606e-05,Not Significant
INHBA-AS1,0.6081602671991846,2.520508525148559e-05,4.598511829303508,4.4148705752943606e-05,Not Significant
MEF2B,0.6791038789944007,2.5358849146027192e-05,4.595870459815189,4.441045295136445e-05,Not Significant
PEX5,0.4962217591945314,2.5358849146027192e-05,4.595870459815189,4.441045295136445e-05,Not Significant
PTOV1,-0.26635823546665766,2.551350502749893e-05,4.593229874219039,4.46774853763099e-05,Not Significant
LINC01011,-0.18941926848308008,2.577326029148421e-05,4.588830640159201,4.512849928833188e-05,Not Significant
DEGS1,0.17318045558918052,2.5904079267001486e-05,4.586631839638853,4.5353690451432415e-05,Not Significant
HSD3B1,-1.4578799620154528,2.595658348134951e-05,4.585752471842524,4.544173889678578e-05,Upregulated in BRCA_LumA
C10orf54,0.37775776425043134,2.59828735283332e-05,4.585312820603701,4.548000333171307e-05,Not Significant
ZBTB11,-0.15976198000985495,2.59828735283332e-05,4.585312820603701,4.548000333171307e-05,Not Significant
TRIM9,-0.22534305039250974,2.6009188899174797e-05,4.58487319113766,4.55221818504878e-05,Not Significant
NMNAT1,-0.17688665031691217,2.6088287185075574e-05,4.583554433375393,4.56567277774975e-05,Not Significant
IBSP,3.745407729156941,2.6114704081674464e-05,4.5831148909996475,4.569906169277583e-05,Upregulated in BRCA_Basal
ZNF35,0.2340675920172137,2.614114641739181e-05,4.582675370396264,4.5741432900566707e-05,Not Significant
GSG1L,-0.7975625837484377,2.630033594875198e-05,4.580038703990951,4.601605636535287e-05,Not Significant
MXD1,0.22289767801691066,2.635360368879166e-05,4.579159989364313,4.610532405240683e-05,Not Significant
CTSW,0.6929955215744839,2.6406974020135368e-05,4.578281361824123,4.61868803124318e-05,Not Significant
ASB4,0.7699601429713123,2.6406974020135368e-05,4.578281361824123,4.61868803124318e-05,Not Significant
MAML1,-0.11594912774788177,2.6406974020135368e-05,4.578281361824123,4.61868803124318e-05,Not Significant
ANAPC11,0.29358376544843745,2.6460447129162005e-05,4.577402821369717,4.627646217150921e-05,Not Significant
COPG2,-0.21048072834191106,2.6540849909339087e-05,4.576085173972485,4.641312183071844e-05,Not Significant
C1QC,0.7366736438459067,2.6567702427360013e-05,4.575646001715575,4.645216177286517e-05,Not Significant
HOXC8,-0.3116053811168264,2.6567702427360013e-05,4.575646001715575,4.645216177286517e-05,Not Significant
SLC25A12,-0.2129448339422412,2.6729360884941147e-05,4.573011425360997,4.67268489935437e-05,Not Significant
FNDC8,0.3926499151352091,2.6729360884941147e-05,4.573011425360997,4.67268489935437e-05,Not Significant
DUSP19,-0.11182012170530019,2.6756394738737586e-05,4.572572405498932,4.67661391302e-05,Not Significant
PEX2,-0.17796163895320624,2.6756394738737586e-05,4.572572405498932,4.67661391302e-05,Not Significant
OAZ2,-0.1189058557875147,2.6810540467550098e-05,4.571694431085797,4.685279527409871e-05,Not Significant
HIST2H3C,0.21267934758710744,2.6810540467550098e-05,4.571694431085797,4.685279527409871e-05,Not Significant
MYEOV,2.79554216197525,2.6837652389756282e-05,4.571255476534555,4.689618052572129e-05,Upregulated in BRCA_Basal
SLC39A2,1.9898626431533823,2.6919144671132612e-05,4.569938743501133,4.703457467106352e-05,Upregulated in BRCA_Basal
USP34,0.27572252830009136,2.7055488277046905e-05,4.5677446238414126,4.726877626604636e-05,Not Significant
IFNGR2,0.2651166651393278,2.7110209371280268e-05,4.566867128364163,4.7356314990629024e-05,Not Significant
OR7D2,-0.44462879939192707,2.7110209371280268e-05,4.566867128364163,4.7356314990629024e-05,Not Significant
TNFRSF1B,0.5026837800688233,2.7165035695041593e-05,4.565989719963984,4.744400769414908e-05,Not Significant
SLC25A30,-0.24915956825888988,2.7165035695041593e-05,4.565989719963984,4.744400769414908e-05,Not Significant
ZHX2,-0.15960207582763283,2.721996743917574e-05,4.565112398640206,4.7531854631234715e-05,Not Significant
COL7A1,0.15341868957688662,2.721996743917574e-05,4.565112398640206,4.7531854631234715e-05,Not Significant
NSUN7,-0.34452274041289827,2.7385397107111025e-05,4.562480957120567,4.7816660526227895e-05,Not Significant
SGTB,0.23106533485395048,2.744075244765026e-05,4.561603984095678,4.790923746774064e-05,Not Significant
TNFSF4,-0.3898615002223178,2.746846999817161e-05,4.561165530235669,4.795354951267635e-05,Not Significant
PAWR,-0.27507916936958793,2.7663239533820617e-05,4.558096962719837,4.828946305554972e-05,Not Significant
DPY19L2P1,-0.37832021976444535,2.769117071209518e-05,4.557658683002889,4.833410809619471e-05,Not Significant
LPGAT1,-0.20984168152830993,2.774711353007767e-05,4.556782188871418,4.842763485965751e-05,Not Significant
PDE6H,1.9049408725840336,2.780316379188719e-05,4.555905781809295,4.852133322122492e-05,Upregulated in BRCA_Basal
GDPD3,-1.771140100637296,2.7831229275022845e-05,4.555467610929025,4.85661815159822e-05,Upregulated in BRCA_LumA
DNASE1L3,-0.38092274027406686,2.7887441067526214e-05,4.554591334469656,4.866013400999259e-05,Not Significant
SEC24A,-0.19149102943256474,2.7915587425663935e-05,4.554153228890386,4.870096274124416e-05,Not Significant
HIST2H4A,-0.5733421156836755,2.7915587425663935e-05,4.554153228890386,4.870096274124416e-05,Not Significant
LINC00882,-0.28877295236212314,2.8056724812464673e-05,4.551963027494826,4.894302667081705e-05,Not Significant
STARD6,1.3877009454822704,2.808503358039108e-05,4.55152505251528,4.898824441064899e-05,Upregulated in BRCA_Basal
PBRM1,-0.19025867674611627,2.8113369502383714e-05,4.551087099302062,4.9033501823351675e-05,Not Significant
HABP4,0.35499537113836044,2.8170122906830116e-05,4.550211258174267,4.912831124541779e-05,Not Significant
FBXL15,-0.35912563753573956,2.834103737630655e-05,4.547584257173947,4.9417982908732715e-05,Not Significant
LRRC4,-0.3062008939090465,2.834103737630655e-05,4.547584257173947,4.9417982908732715e-05,Not Significant
LRRC37B2,-0.12610580625218343,2.839822760949647e-05,4.546708764299281,4.951349711859692e-05,Not Significant
TMEM203,-0.07369340682501628,2.8484218711593412e-05,4.545395688227562,4.965920634926278e-05,Not Significant
BRPF3,-0.17538859656977782,2.874367969585262e-05,4.541457635321177,5.010303457645944e-05,Not Significant
KCTD11,-0.131699240662656,2.874367969585262e-05,4.541457635321177,5.010303457645944e-05,Not Significant
IL16,-0.22610215814529108,2.8801642017624442e-05,4.540582751863505,5.0199803849610795e-05,Not Significant
MAPKAPK5,0.16289020275616561,2.8917900153866977e-05,4.538833246118097,5.03981547062807e-05,Not Significant
TXLNG,0.3916582899032497,2.897619637017049e-05,4.537958623829007,5.049546433864091e-05,Not Significant
ARMC2,-0.22152344450580236,2.9093124106262198e-05,4.53620964041467,5.069492317726435e-05,Not Significant
POU3F2,6.697933004669306,2.912242604238944e-05,4.535772448969728,5.0741672684930925e-05,Upregulated in BRCA_Basal
CDKL4,1.8032090596942907,2.9151756029916042e-05,4.535335279288071,5.0788463124888966e-05,Upregulated in BRCA_Basal
TLCD1,0.36311953839716743,2.9210500260451848e-05,4.534461005214285,5.0886487038881895e-05,Not Significant
NACA,-0.12921445459550743,2.9269357000653398e-05,4.5335868181926315,5.0980362218964895e-05,Not Significant
CLU,0.11607586714608334,2.9269357000653398e-05,4.5335868181926315,5.0980362218964895e-05,Not Significant
BOK,-0.2387174808420179,2.932832645364499e-05,4.532712718222435,5.1078737134019854e-05,Not Significant
HBEGF,0.2910405061277804,2.9446604312205656e-05,4.530964779433707,5.127167577035265e-05,Not Significant
TLN1,0.23086771828935257,2.9446604312205656e-05,4.530964779433707,5.127167577035265e-05,Not Significant
OTUD1,-0.1466029659821541,2.9446604312205656e-05,4.530964779433707,5.127167577035265e-05,Not Significant
HIST1H2BE,0.44041343453482007,2.9714389356779772e-05,4.527033190248643,5.173354610287717e-05,Not Significant
C20orf141,0.4744890093730634,2.9744285717060436e-05,4.526596455814956,5.177241723300357e-05,Not Significant
PORCN,-0.02159874613001487,2.9744285717060436e-05,4.526596455814956,5.177241723300357e-05,Not Significant
HIST1H4L,2.6203253560929194,2.9744285717060436e-05,4.526596455814956,5.177241723300357e-05,Upregulated in BRCA_Basal
MBNL1,0.28790541627034083,2.9804164225971182e-05,4.525723052232022,5.1872240358679846e-05,Not Significant
TH,1.9330205093099644,2.9864157291232513e-05,4.524849735694448,5.1972245911917616e-05,Upregulated in BRCA_Basal
TMEM98,-0.2355564210595456,2.992426511941012e-05,4.5239765062015485,5.207243420575497e-05,Not Significant
FMN2,-0.11613217649497817,2.9954362134238864e-05,4.523539924096643,5.211596729164021e-05,Not Significant
SLFN12L,0.7611123023171819,2.9954362134238864e-05,4.523539924096643,5.211596729164021e-05,Not Significant
C19orf20,-0.5168897190937312,3.0044825892510267e-05,4.522230308347069,5.226892807041934e-05,Not Significant
GLRA4,-1.4256624012523698,3.0256918825395725e-05,4.519175299883878,5.263344302326999e-05,Upregulated in BRCA_LumA
MMP24,-0.3052585370603315,3.0287333721159502e-05,4.518738957144363,5.268188481610297e-05,Not Significant
KCNQ1DN,2.8196398010427464,3.040928411240233e-05,4.516993803785264,5.2889522032573624e-05,Upregulated in BRCA_Basal
HOXC10,-0.7937439909458512,3.059308500791635e-05,4.514376726534132,5.3204688777117116e-05,Not Significant
HAND1,0.8390155180173473,3.065458623002294e-05,4.5135045415243695,5.3307127745369157e-05,Not Significant
RNF168,0.5230435643366189,3.0716204932166e-05,4.51263244355045,5.3409753626964575e-05,Not Significant
NIT2,0.2690520534582671,3.0932798601283635e-05,4.509580786039133,5.378181185502395e-05,Not Significant
SNTB2,-0.19429922614504908,3.0963858775866874e-05,4.509144921999545,5.38312535471307e-05,Not Significant
TPMT,0.1773311150821443,3.1026068057372696e-05,4.508273259194606,5.39348355842729e-05,Not Significant
C1orf122,0.31175775199820543,3.108839609307609e-05,4.5074016834214214,5.403860649252246e-05,Not Significant
RNF7,0.20653390402929028,3.130748249453303e-05,4.504351853580473,5.4414817943484006e-05,Not Significant
NRADDP,0.49280461310448986,3.133890005538642e-05,4.50391625063256,5.446481037916471e-05,Not Significant
LHX4,-0.4896659637974773,3.140182507335439e-05,4.503045110007902,5.456954745956512e-05,Not Significant
PMVK,-0.2540046585211356,3.1654727716859746e-05,4.4995614177790255,5.500437866654202e-05,Not Significant
KIAA0125,1.0889954751976045,3.1813773354949654e-05,4.497384817216273,5.527606077541342e-05,Upregulated in BRCA_Basal
C1orf189,-1.7098831330907718,3.194155622820561e-05,4.495643928371059,5.549338278495535e-05,Upregulated in BRCA_LumA
FAM156A,0.3339095464482715,3.2005630385716266e-05,4.494773614481567,5.559999358683653e-05,Not Significant
FIP1L1,0.23396086723389345,3.21019706384716e-05,4.493468306811797,5.576263406367764e-05,Not Significant
WNT3,-0.5840975950272773,3.216635047112411e-05,4.49259821047393,5.5869734950184075e-05,Not Significant
DDX46,-0.151878595505412,3.219858636907255e-05,4.492163194937334,5.5916258579824854e-05,Not Significant
KDM4A,0.25306449170624035,3.219858636907255e-05,4.492163194937334,5.5916258579824854e-05,Not Significant
OR2A9P,-0.1795754277081133,3.2230852958101415e-05,4.491728201155518,5.595808436235614e-05,Not Significant
GRIK2,0.018091982665739817,3.2230852958101415e-05,4.491728201155518,5.595808436235614e-05,Not Significant
PDE3A,0.576465790557976,3.2230852958101415e-05,4.491728201155518,5.595808436235614e-05,Not Significant
CCDC8,0.11550501677584638,3.2360226775928767e-05,4.489988443574308,5.617794508744449e-05,Not Significant
SPINK6,5.567591977065286,3.252263790770655e-05,4.487814236070019,5.645511713962124e-05,Upregulated in BRCA_Basal
PMS2,-0.13900564573610688,3.262045597398143e-05,4.486509972615179,5.6615337140428936e-05,Not Significant
NFKBIL1,0.2891193928494899,3.262045597398143e-05,4.486509972615179,5.6615337140428936e-05,Not Significant
RPE65,2.5365473723259884,3.268582322557613e-05,4.48564057241375,5.671919155466602e-05,Upregulated in BRCA_Basal
KLHL29,0.6084821457681286,3.268582322557613e-05,4.48564057241375,5.671919155466602e-05,Not Significant
SNORD115-26,-5.200832526216986,3.275131490288469e-05,4.484771259226289,5.6828032065741066e-05,Upregulated in BRCA_LumA
GUSBP5,-0.21692815638117083,3.284978620517275e-05,4.48346745259479,5.6994073512407794e-05,Not Significant
CCDC45,0.19619333600869027,3.3014530336653044e-05,4.481294876602414,5.726537606284954e-05,Not Significant
ZNF184,0.35114622221167247,3.3014530336653044e-05,4.481294876602414,5.726537606284954e-05,Not Significant
ANXA2P2,0.37927459105525296,3.3014530336653044e-05,4.481294876602414,5.726537606284954e-05,Not Significant
PRINS,-0.46168265146086146,3.3279754496229475e-05,4.477819886147122,5.771566247600679e-05,Not Significant
NDUFV2,-0.2020142659222635,3.3279754496229475e-05,4.477819886147122,5.771566247600679e-05,Not Significant
SSR3,0.19934713860895234,3.34131243548676e-05,4.476082912968954,5.79420626701465e-05,Not Significant
C2orf42,-0.08291436500417905,3.3816286822838087e-05,4.470874081566322,5.863128046569138e-05,Not Significant
C11orf87,1.8288472505078963,3.3816286822838087e-05,4.470874081566322,5.863128046569138e-05,Upregulated in BRCA_Basal
TMEM53,-0.200584394153383,3.388392817566593e-05,4.470006247511221,5.874359428038138e-05,Not Significant
HOXD11,2.059921914648793,3.401959660751246e-05,4.4682708404051095,5.897381574796727e-05,Upregulated in BRCA_Basal
SLC30A4,-0.32241884080832756,3.40876241466728e-05,4.467403267352719,5.9086751055287024e-05,Not Significant
CHAT,7.057800132115705,3.422406702469465e-05,4.465668382245825,5.9318246934675185e-05,Upregulated in BRCA_Basal
RPS3,0.34621245947684937,3.425825870436833e-05,4.4652347153431595,5.937249363090036e-05,Not Significant
DDX50,0.208157159275697,3.4292482825998756e-05,4.464801070189943,5.942678738377048e-05,Not Significant
C1S,0.7701261742257797,3.43267394185729e-05,4.46436744678609,5.948112823159183e-05,Not Significant
MAPK6,0.32466027671701725,3.436102851110154e-05,4.463933845131516,5.953551621269898e-05,Not Significant
NTN5,-0.2486584349335068,3.4429704312186804e-05,4.463066707069856,5.9649469988807635e-05,Not Significant
BRD9,0.3150532515441805,3.4775043210859185e-05,4.45873232168887,6.0242682928099356e-05,Not Significant
JUNB,-0.5854432354592254,3.501873502196324e-05,4.455699545942562,6.065972183880471e-05,Not Significant
NGRN,-0.15931505747696834,3.5123670059434223e-05,4.454400111123414,6.083121991048126e-05,Not Significant
KATNBL1P6,0.26814011121997017,3.5123670059434223e-05,4.454400111123414,6.083121991048126e-05,Not Significant
CXCR3,0.6505294435371584,3.519379257133616e-05,4.4535339299805825,6.0942377920387815e-05,Not Significant
SCGB3A1,0.09741691963562388,3.519379257133616e-05,4.4535339299805825,6.0942377920387815e-05,Not Significant
TLR8,1.048886874590496,3.526404801571772e-05,4.45266783582622,6.1053728561851e-05,Upregulated in BRCA_Basal
CD53,0.5683616083701833,3.526404801571772e-05,4.45266783582622,6.1053728561851e-05,Not Significant
PRO0611,-0.5128095845087927,3.572396505590891e-05,4.447040344119035,6.184477851983959e-05,Not Significant
OSTalpha,-0.13689228218862692,3.579522508348492e-05,4.446174902356131,6.196291472732167e-05,Not Significant
CDH16,1.8985968090589593,3.5830905692880835e-05,4.44574221409319,6.20194468539336e-05,Upregulated in BRCA_Basal
CAMKK1,-0.2118006960678631,3.597396613631591e-05,4.4440116784961505,6.226181671741289e-05,Not Significant
FOXRED1,0.29547229085846866,3.6225627880178154e-05,4.440984078388644,6.269209116443112e-05,Not Significant
DPPA2P3,1.3021230676205182,3.655164985095221e-05,4.437093015286332,6.325097002967339e-05,Upregulated in BRCA_Basal
MED31,-0.15957963941501804,3.68437841137236e-05,4.433635771110617,6.375111843863896e-05,Not Significant
SEZ6,-0.7037704748830571,3.7101218741236674e-05,4.4306118239725425,6.419114648222397e-05,Not Significant
HARBI1,0.1514113158330998,3.717508457545957e-05,4.429748034759912,6.43135232141045e-05,Not Significant
SLC47A1,-0.7133628479633457,3.721206982789472e-05,4.429316172767158,6.436122808132377e-05,Not Significant
GPATCH1,0.2194304741033491,3.721206982789472e-05,4.429316172767158,6.436122808132377e-05,Not Significant
PHLPP1,0.531845700389759,3.721206982789472e-05,4.429316172767158,6.436122808132377e-05,Not Significant
DNAJC5B,0.4649840065207297,3.728614515853691e-05,4.428452514008327,6.44839115275506e-05,Not Significant
GABRG1,0.08276102734667315,3.732323529887007e-05,4.428020717242078,6.454261625471691e-05,Not Significant
CAMK2D,0.2183177140849279,3.736036046400502e-05,4.427588942217825,6.460137165013104e-05,Not Significant
MEGF8,-0.13253280323095804,3.739752068506924e-05,4.427157188935479,6.466017775480329e-05,Not Significant
YIPF6,-0.21077304505281452,3.7434715993215774e-05,4.426725457394954,6.471903460977429e-05,Not Significant
LINC01102,-1.2247918412342012,3.7583848720589e-05,4.4249987486493145,6.497138832665306e-05,Upregulated in BRCA_LumA
SPERT,0.2219678536640623,3.762121993234556e-05,4.424567125816584,6.503051310630718e-05,Not Significant
LAX1,1.151014451134261,3.7883807858321996e-05,4.421546374738917,6.547889559742657e-05,Upregulated in BRCA_Basal
ASMT,-0.4895134750131411,3.795915195803449e-05,4.4206834986699315,6.560359500294404e-05,Not Significant
PSCA,-1.4329785897713394,3.803463828768708e-05,4.419820709562991,6.572851919369691e-05,Upregulated in BRCA_LumA
L1TD1,0.17054621537516337,3.807243486767518e-05,4.419389347620071,6.578829531876026e-05,Not Significant
DAB1,-1.7599184288970553,3.818603864779712e-05,4.4180953922324635,6.597348778843898e-05,Upregulated in BRCA_LumA
TRAF2,0.3643581286558845,3.818603864779712e-05,4.4180953922324635,6.597348778843898e-05,Not Significant
HSF4,-0.6920251158521247,3.8261953184791024e-05,4.417232864007476,6.609907850850739e-05,Not Significant
PPP4R4,-1.0424982887703662,3.852878377297107e-05,4.4142147000195475,6.65544355492356e-05,Upregulated in BRCA_LumA
KRT18P55,-1.7206619816551931,3.883589568678093e-05,4.410766674097944,6.707929183444493e-05,Upregulated in BRCA_LumA
OR7E24,2.2915833998117248,3.899032158071556e-05,4.409043182863968,6.73403550667611e-05,Upregulated in BRCA_Basal
LGALS2,0.5767005363347446,3.902901902109141e-05,4.40861236440107,6.740151605712934e-05,Not Significant
SMG7,0.14307269298547745,3.910652328796321e-05,4.4077507926893755,6.752967891116219e-05,Not Significant
C15orf48,-0.9284168789022884,3.9184173618488526e-05,4.40688930792923,6.764668694187191e-05,Not Significant
HCST,0.44509437993291506,3.9184173618488526e-05,4.40688930792923,6.764668694187191e-05,Not Significant
NVL,-0.3041986867539733,3.9184173618488526e-05,4.40688930792923,6.764668694187191e-05,Not Significant
BCHE,-1.7533622602720151,3.933991350678484e-05,4.405166599260794,6.790983891403427e-05,Upregulated in BRCA_LumA
ZNF193,-0.16745537277867137,3.957462530462785e-05,4.40258318837724,6.830925902249131e-05,Not Significant
SAV1,0.2951163234588196,3.965315747028772e-05,4.401722225311674,6.84332984250453e-05,Not Significant
FILIP1,0.4679639852001658,3.965315747028772e-05,4.401722225311674,6.84332984250453e-05,Not Significant
ATL3,0.2925065102865162,4.004804182516576e-05,4.397418714169402,6.910316391966623e-05,Not Significant
SLC25A3,0.21482648833859963,4.004804182516576e-05,4.397418714169402,6.910316391966623e-05,Not Significant
CLEC5A,0.4813471720813096,4.008773486677026e-05,4.3969884826034225,6.916583787389777e-05,Not Significant
KCNJ8,-0.4899649358338356,4.0127465241252055e-05,4.396558272773137,6.922856569578825e-05,Not Significant
ATP5G1,0.32535286131045577,4.0286760728947656e-05,4.394837650807178,6.949169875044539e-05,Not Significant
TLR7,-0.017754887495336935,4.0286760728947656e-05,4.394837650807178,6.949169875044539e-05,Not Significant
NDUFB2,0.2833185235031026,4.036663333011338e-05,4.393977470236076,6.962361992831762e-05,Not Significant
SLC30A6,0.2959442355866991,4.044665618992128e-05,4.393117376605287,6.975577807050558e-05,Not Significant
RIF1,0.468007344294873,4.048672404988266e-05,4.392687362392288,6.981901193944297e-05,Not Significant
UBE2Q2P2,0.5029919703403452,4.052682957423885e-05,4.392257369914106,6.988230012641673e-05,Not Significant
PAF1,-0.033589771920037884,4.0849033689266466e-05,4.388818212531396,7.043197254087138e-05,Not Significant
ARHGAP8,-0.2799696184770211,4.09299636994638e-05,4.387958640527698,7.056558231960325e-05,Not Significant
MARCH7,-0.14219401845389473,4.10110458385757e-05,4.387099155459383,7.069943190353691e-05,Not Significant
ADORA1,0.6698073058984266,4.141874789622503e-05,4.382803034123868,7.139627567291819e-05,Not Significant
ZNF845,-0.1838768860202481,4.1582903068652616e-05,4.381085194112652,7.167321951970886e-05,Not Significant
ZNF167,-0.23736636678596515,4.183029370590409e-05,4.378509086067095,7.208146185082221e-05,Not Significant
ZMPSTE24,-0.1389131708131163,4.183029370590409e-05,4.378509086067095,7.208146185082221e-05,Not Significant
ANTXR2,-0.16542322073964738,4.183029370590409e-05,4.378509086067095,7.208146185082221e-05,Not Significant
TREML1,-0.34657335514845905,4.216232073512379e-05,4.37507549232304,7.264140539451423e-05,Not Significant
JTB,0.21388987921291366,4.216232073512379e-05,4.37507549232304,7.264140539451423e-05,Not Significant
RBP5,-0.328660793352064,4.22457173292352e-05,4.374217311200768,7.277897801521813e-05,Not Significant
CAMSAP1,0.3433149244252526,4.232927040865926e-05,4.373359217002578,7.291067580967686e-05,Not Significant
C11orf20,1.689360842175745,4.232927040865926e-05,4.373359217002578,7.291067580967686e-05,Upregulated in BRCA_Basal
FAM155B,-0.013858894066371991,4.2622942498533563e-05,4.370356571825841,7.34103529073207e-05,Not Significant
CHID1,-0.13304561132427967,4.283389056919633e-05,4.368212477179518,7.376748083756674e-05,Not Significant
TBCA,-0.16436070262325678,4.287619886450031e-05,4.367783723439952,7.382794967286148e-05,Not Significant
NCRNA00169,0.47304408707053724,4.287619886450031e-05,4.367783723439952,7.382794967286148e-05,Not Significant
SF3A2,0.3064141266658311,4.291854680154713e-05,4.367354991430077,7.389466671764235e-05,Not Significant
NHS,-0.43124798789480573,4.31734688580749e-05,4.364783055689408,7.432733965682e-05,Not Significant
KDM5A,0.4278351455191191,4.321609526674618e-05,4.364354475784897,7.43944829837317e-05,Not Significant
C22orf36,-0.33788878420145824,4.342982684238965e-05,4.362211902195326,7.47561398617576e-05,Not Significant
CDC37,0.27208140122879254,4.3515599911747983e-05,4.361355024859893,7.48974984472146e-05,Not Significant
SPAG1,-0.3202273591695028,4.36015336554775e-05,4.36049823443791,7.503910984256729e-05,Not Significant
CCR6,-0.9717944898874546,4.377388429826858e-05,4.358784914331446,7.532941021822316e-05,Not Significant
C2orf64,-0.13449191367732552,4.40336224087574e-05,4.356215586004845,7.577003225284169e-05,Not Significant
CARD14,-0.324679717701141,4.412052615664185e-05,4.355359317048627,7.591320383077378e-05,Not Significant
MCHR1,-0.8509411729782682,4.4164039011962686e-05,4.354931215161241,7.5981699853048e-05,Not Significant
ZNRF3,-0.43963938813917525,4.4294821932638304e-05,4.353647039860898,7.619392659405372e-05,Not Significant
BAT2L2,0.267028443934413,4.4294821932638304e-05,4.353647039860898,7.619392659405372e-05,Not Significant
ARRDC5,0.6766034550244777,4.442597213785989e-05,4.352363060101414,7.641311898102181e-05,Not Significant
ZFC3H1,-0.23560367877493313,4.455749059707158e-05,4.351079275880389,7.663290796904566e-05,Not Significant
JPH3,0.5704016621311763,4.464537463524202e-05,4.350223528364332,7.677118645372913e-05,Not Significant
SLC2A3,0.41227115709188333,4.464537463524202e-05,4.350223528364332,7.677118645372913e-05,Not Significant
TMC6,0.33521363175024205,4.482163616712071e-05,4.3485122940441,7.706782291770575e-05,Not Significant
NDUFA4,0.3050574958274726,4.5087266445923156e-05,4.3459460943327874,7.751806041037802e-05,Not Significant
ENO2,-0.2357283945189858,4.5176141161664656e-05,4.34509086823124,7.766435394679812e-05,Not Significant
CST7,0.4499217555568481,4.526518200736201e-05,4.3442357290296165,7.780439008352631e-05,Not Significant
CLK2P,0.21602961426835884,4.526518200736201e-05,4.3442357290296165,7.780439008352631e-05,Not Significant
YY1,0.19486309877159688,4.544376325647512e-05,4.342525711323281,7.810480268858741e-05,Not Significant
HHIPL1,0.5194880796381517,4.548851285655758e-05,4.342098261208035,7.817516599303529e-05,Not Significant
LEP,-2.0737641080752525,4.566792950742924e-05,4.340388677989716,7.847693280012002e-05,Upregulated in BRCA_LumA
XRCC6P5,0.7127894313795111,4.57128884163765e-05,4.3399613364953575,7.854761280690169e-05,Not Significant
GCHFR,-0.29251278715751367,4.580293218719664e-05,4.33910671867828,7.869574297579138e-05,Not Significant
CROCC,-0.2857444475209289,4.607407377813252e-05,4.336543386593735,7.915497327134916e-05,Not Significant
LAT,0.36003713920479036,4.616479205349842e-05,4.335689116352066,7.9304186483061e-05,Not Significant
PCDHA13,-1.4120076331936429,4.648364172956404e-05,4.332699854776534,7.984523742211763e-05,Upregulated in BRCA_LumA
ASH1L-AS1,0.2812107325112064,4.689666046947729e-05,4.3288580824729035,8.054793901831032e-05,Not Significant
