Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1/51	4.014296e-01	5.399003e-01	0	0	1.984925e+00	1.811686e+00	CHEK2
GO_Biological_Process_2021	negative regulation of protein-containing complex assembly (GO:0031333)	1/52	4.074306e-01	5.455195e-01	0	0	1.945906e+00	1.747199e+00	KIF14
GO_Biological_Process_2021	endocytic recycling (GO:0032456)	1/52	4.074306e-01	5.455195e-01	0	0	1.945906e+00	1.747199e+00	MICALL1
GO_Biological_Process_2021	positive regulation of protein localization to cell periphery (GO:1904377)	1/52	4.074306e-01	5.455195e-01	0	0	1.945906e+00	1.747199e+00	GPSM2
GO_Biological_Process_2021	myeloid cell differentiation (GO:0030099)	1/52	4.074306e-01	5.455195e-01	0	0	1.945906e+00	1.747199e+00	PRKX
GO_Biological_Process_2021	transcription initiation from RNA polymerase II promoter (GO:0006367)	2/140	4.093351e-01	5.474570e-01	0	0	1.439174e+00	1.285501e+00	E2F2;E2F3
GO_Biological_Process_2021	regulation of small GTPase mediated signal transduction (GO:0051056)	2/141	4.128121e-01	5.510089e-01	0	0	1.428748e+00	1.264103e+00	DEPDC1B;FOXM1
GO_Biological_Process_2021	heart morphogenesis (GO:0003007)	1/53	4.133717e-01	5.510089e-01	0	0	1.908388e+00	1.685885e+00	TBX19
GO_Biological_Process_2021	IRE1-mediated unfolded protein response (GO:0036498)	1/53	4.133717e-01	5.510089e-01	0	0	1.908388e+00	1.685885e+00	PDIA6
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	2/142	4.162790e-01	5.536511e-01	0	0	1.418470e+00	1.243147e+00	CCNA2;GPSM2
GO_Biological_Process_2021	chromatin organization (GO:0006325)	2/142	4.162790e-01	5.536511e-01	0	0	1.418470e+00	1.243147e+00	SUV39H2;EZH2
GO_Biological_Process_2021	regulation of cellular amino acid metabolic process (GO:0006521)	1/54	4.192536e-01	5.551400e-01	0	0	1.872286e+00	1.627539e+00	ODC1
GO_Biological_Process_2021	negative regulation of viral genome replication (GO:0045071)	1/54	4.192536e-01	5.551400e-01	0	0	1.872286e+00	1.627539e+00	SRPK1
GO_Biological_Process_2021	regulation of potassium ion transmembrane transport (GO:1901379)	1/54	4.192536e-01	5.551400e-01	0	0	1.872286e+00	1.627539e+00	GABBR2
GO_Biological_Process_2021	regulation of proteolysis (GO:0030162)	1/54	4.192536e-01	5.551400e-01	0	0	1.872286e+00	1.627539e+00	PLK1
GO_Biological_Process_2021	monocarboxylic acid metabolic process (GO:0032787)	2/143	4.197358e-01	5.551643e-01	0	0	1.408339e+00	1.222621e+00	LDHB;MTHFD1L
GO_Biological_Process_2021	organelle assembly (GO:0070925)	5/425	4.206212e-01	5.557214e-01	0	0	1.183150e+00	1.024635e+00	ANLN;CENPW;UBXN2A;CENPA;DLGAP5
GO_Biological_Process_2021	negative regulation of protein modification by small protein conjugation or removal (GO:1903321)	1/55	4.250768e-01	5.591395e-01	0	0	1.837521e+00	1.571972e+00	GTPBP4
GO_Biological_Process_2021	regulation of gene silencing by RNA (GO:0060966)	1/55	4.250768e-01	5.591395e-01	0	0	1.837521e+00	1.571972e+00	NUP93
GO_Biological_Process_2021	regulation of posttranscriptional gene silencing (GO:0060147)	1/55	4.250768e-01	5.591395e-01	0	0	1.837521e+00	1.571972e+00	NUP93
GO_Biological_Process_2021	positive regulation of response to DNA damage stimulus (GO:2001022)	1/55	4.250768e-01	5.591395e-01	0	0	1.837521e+00	1.571972e+00	RNF8
GO_Biological_Process_2021	regulation of mRNA stability (GO:0043488)	2/146	4.300432e-01	5.630106e-01	0	0	1.378788e+00	1.163517e+00	IGF2BP3;YBX1
GO_Biological_Process_2021	regulation of ATP metabolic process (GO:1903578)	1/56	4.308418e-01	5.630106e-01	0	0	1.804020e+00	1.519011e+00	NUP93
GO_Biological_Process_2021	autophagosome organization (GO:1905037)	1/56	4.308418e-01	5.630106e-01	0	0	1.804020e+00	1.519011e+00	UBXN2A
GO_Biological_Process_2021	chemokine-mediated signaling pathway (GO:0070098)	1/56	4.308418e-01	5.630106e-01	0	0	1.804020e+00	1.519011e+00	FOXC1
GO_Biological_Process_2021	positive regulation of interleukin-1 beta production (GO:0032731)	1/56	4.308418e-01	5.630106e-01	0	0	1.804020e+00	1.519011e+00	RIPK2
GO_Biological_Process_2021	sensory organ development (GO:0007423)	1/56	4.308418e-01	5.630106e-01	0	0	1.804020e+00	1.519011e+00	FOXC1
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	4/335	4.316984e-01	5.635147e-01	0	0	1.200382e+00	1.008355e+00	SLC7A5;CEBPB;RIPK2;IL12RB2
GO_Biological_Process_2021	negative regulation of cell cycle G2/M phase transition (GO:1902750)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	AURKA
GO_Biological_Process_2021	regulation of bone mineralization (GO:0030500)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	FZD9
GO_Biological_Process_2021	carboxylic acid transport (GO:0046942)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	SLC7A5
GO_Biological_Process_2021	cellular response to peptide (GO:1901653)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	RIPK2
GO_Biological_Process_2021	dicarboxylic acid metabolic process (GO:0043648)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	MTHFD1L
GO_Biological_Process_2021	regulation of reactive oxygen species metabolic process (GO:2000377)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	FOXM1
GO_Biological_Process_2021	renal system development (GO:0072001)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	FOXC1
GO_Biological_Process_2021	ribosomal large subunit biogenesis (GO:0042273)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	PAK1IP1
GO_Biological_Process_2021	positive regulation of proteolysis (GO:0045862)	1/57	4.365494e-01	5.643085e-01	0	0	1.771716e+00	1.468493e+00	PLK1
GO_Biological_Process_2021	autophagosome assembly (GO:0000045)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	UBXN2A
GO_Biological_Process_2021	negative regulation of neuron projection development (GO:0010977)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	BCL11A
GO_Biological_Process_2021	chordate embryonic development (GO:0043009)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	STIL
GO_Biological_Process_2021	regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	TTK
GO_Biological_Process_2021	eye development (GO:0001654)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	FOXC1
GO_Biological_Process_2021	positive regulation of mitochondrion organization (GO:0010822)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	AURKA
GO_Biological_Process_2021	positive regulation of protein binding (GO:0032092)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	RIPK2
GO_Biological_Process_2021	membrane lipid biosynthetic process (GO:0046467)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	B3GNT5
GO_Biological_Process_2021	muscle organ development (GO:0007517)	1/58	4.422000e-01	5.661106e-01	0	0	1.740545e+00	1.420272e+00	CHODL
GO_Biological_Process_2021	brain development (GO:0007420)	2/150	4.436351e-01	5.673410e-01	0	0	1.341250e+00	1.090105e+00	B3GNT5;PHGDH
GO_Biological_Process_2021	protein polymerization (GO:0051258)	1/59	4.477942e-01	5.720487e-01	0	0	1.710449e+00	1.374211e+00	UBE2C
GO_Biological_Process_2021	cellular protein catabolic process (GO:0044257)	1/60	4.533326e-01	5.766622e-01	0	0	1.681373e+00	1.330183e+00	CHEK2
GO_Biological_Process_2021	cellular response to chemokine (GO:1990869)	1/60	4.533326e-01	5.766622e-01	0	0	1.681373e+00	1.330183e+00	FOXC1
GO_Biological_Process_2021	peptidyl-threonine phosphorylation (GO:0018107)	1/60	4.533326e-01	5.766622e-01	0	0	1.681373e+00	1.330183e+00	CHEK1
GO_Biological_Process_2021	homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	1/60	4.533326e-01	5.766622e-01	0	0	1.681373e+00	1.330183e+00	PVR
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	4/345	4.538650e-01	5.767265e-01	0	0	1.164582e+00	9.199680e-01	FOXC1;CEBPB;ENO1;EZH2
GO_Biological_Process_2021	negative regulation of response to stimulus (GO:0048585)	1/61	4.588157e-01	5.817822e-01	0	0	1.653266e+00	1.288071e+00	YBX1
GO_Biological_Process_2021	O-glycan processing (GO:0016266)	1/61	4.588157e-01	5.817822e-01	0	0	1.653266e+00	1.288071e+00	B3GNT5
GO_Biological_Process_2021	double-strand break repair via nonhomologous end joining (GO:0006303)	1/62	4.642441e-01	5.849476e-01	0	0	1.626081e+00	1.247765e+00	RNF8
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity (GO:2001056)	1/62	4.642441e-01	5.849476e-01	0	0	1.626081e+00	1.247765e+00	RIPK2
GO_Biological_Process_2021	glucose metabolic process (GO:0006006)	1/62	4.642441e-01	5.849476e-01	0	0	1.626081e+00	1.247765e+00	ENO1
GO_Biological_Process_2021	positive regulation of interleukin-1 production (GO:0032732)	1/62	4.642441e-01	5.849476e-01	0	0	1.626081e+00	1.247765e+00	RIPK2
GO_Biological_Process_2021	I-kappaB kinase/NF-kappaB signaling (GO:0007249)	1/62	4.642441e-01	5.849476e-01	0	0	1.626081e+00	1.247765e+00	RIPK2
GO_Biological_Process_2021	stress-activated MAPK cascade (GO:0051403)	1/62	4.642441e-01	5.849476e-01	0	0	1.626081e+00	1.247765e+00	RIPK2
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	4/351	4.670323e-01	5.878419e-01	0	0	1.144092e+00	8.710626e-01	KIF18B;STMN1;KIF14;KIF2C
GO_Biological_Process_2021	positive regulation of viral process (GO:0048524)	1/63	4.696183e-01	5.904760e-01	0	0	1.599773e+00	1.209165e+00	SRPK1
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	2/158	4.702715e-01	5.906768e-01	0	0	1.271950e+00	9.596165e-01	CEBPB;ATP6V1C2
GO_Biological_Process_2021	negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	1/64	4.749389e-01	5.921894e-01	0	0	1.574300e+00	1.172175e+00	ENO1
GO_Biological_Process_2021	regulation of cellular ketone metabolic process (GO:0010565)	1/64	4.749389e-01	5.921894e-01	0	0	1.574300e+00	1.172175e+00	ODC1
GO_Biological_Process_2021	regulation of innate immune response (GO:0045088)	1/64	4.749389e-01	5.921894e-01	0	0	1.574300e+00	1.172175e+00	LRP8
GO_Biological_Process_2021	diterpenoid metabolic process (GO:0016101)	1/64	4.749389e-01	5.921894e-01	0	0	1.574300e+00	1.172175e+00	LRP8
GO_Biological_Process_2021	plasma membrane organization (GO:0007009)	1/64	4.749389e-01	5.921894e-01	0	0	1.574300e+00	1.172175e+00	MICALL1
GO_Biological_Process_2021	tRNA processing (GO:0008033)	1/64	4.749389e-01	5.921894e-01	0	0	1.574300e+00	1.172175e+00	POP1
GO_Biological_Process_2021	protein catabolic process (GO:0030163)	1/64	4.749389e-01	5.921894e-01	0	0	1.574300e+00	1.172175e+00	CHEK2
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	3/258	4.782099e-01	5.956475e-01	0	0	1.167214e+00	8.610604e-01	FOXC1;CEBPB;EZH2
GO_Biological_Process_2021	BMP signaling pathway (GO:0030509)	1/65	4.802063e-01	5.956549e-01	0	0	1.549623e+00	1.136710e+00	RGMA
GO_Biological_Process_2021	regulation of RNA metabolic process (GO:0051252)	1/65	4.802063e-01	5.956549e-01	0	0	1.549623e+00	1.136710e+00	IGF2BP3
GO_Biological_Process_2021	steroid biosynthetic process (GO:0006694)	1/65	4.802063e-01	5.956549e-01	0	0	1.549623e+00	1.136710e+00	LBR
GO_Biological_Process_2021	protein autoubiquitination (GO:0051865)	1/65	4.802063e-01	5.956549e-01	0	0	1.549623e+00	1.136710e+00	RNF8
GO_Biological_Process_2021	embryonic organ development (GO:0048568)	1/66	4.854212e-01	5.990198e-01	0	0	1.525705e+00	1.102686e+00	STIL
GO_Biological_Process_2021	ERBB signaling pathway (GO:0038127)	1/66	4.854212e-01	5.990198e-01	0	0	1.525705e+00	1.102686e+00	NCK2
GO_Biological_Process_2021	positive regulation of cell cycle (GO:0045787)	1/66	4.854212e-01	5.990198e-01	0	0	1.525705e+00	1.102686e+00	CHEK1
GO_Biological_Process_2021	positive regulation of cell death (GO:0010942)	1/66	4.854212e-01	5.990198e-01	0	0	1.525705e+00	1.102686e+00	RIPK2
GO_Biological_Process_2021	positive regulation of T cell proliferation (GO:0042102)	1/66	4.854212e-01	5.990198e-01	0	0	1.525705e+00	1.102686e+00	NCK2
GO_Biological_Process_2021	anion transmembrane transport (GO:0098656)	1/67	4.905840e-01	6.029046e-01	0	0	1.502513e+00	1.070027e+00	SLC7A5
GO_Biological_Process_2021	peptidyl-threonine modification (GO:0018210)	1/67	4.905840e-01	6.029046e-01	0	0	1.502513e+00	1.070027e+00	CHEK1
GO_Biological_Process_2021	regulation of viral genome replication (GO:0045069)	1/67	4.905840e-01	6.029046e-01	0	0	1.502513e+00	1.070027e+00	SRPK1
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	1/67	4.905840e-01	6.029046e-01	0	0	1.502513e+00	1.070027e+00	NCK2
GO_Biological_Process_2021	canonical Wnt signaling pathway (GO:0060070)	1/68	4.956953e-01	6.085613e-01	0	0	1.480012e+00	1.038663e+00	FZD9
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	3/266	4.984290e-01	6.106029e-01	0	0	1.131246e+00	7.876801e-01	CEBPB;CDK2AP1;ROPN1
GO_Biological_Process_2021	cellular response to decreased oxygen levels (GO:0036294)	1/69	5.007555e-01	6.106029e-01	0	0	1.458173e+00	1.008527e+00	SUV39H2
GO_Biological_Process_2021	positive regulation of MAP kinase activity (GO:0043406)	1/69	5.007555e-01	6.106029e-01	0	0	1.458173e+00	1.008527e+00	EZH2
GO_Biological_Process_2021	synapse assembly (GO:0007416)	1/69	5.007555e-01	6.106029e-01	0	0	1.458173e+00	1.008527e+00	POU4F1
GO_Biological_Process_2021	positive regulation of protein polymerization (GO:0032273)	1/69	5.007555e-01	6.106029e-01	0	0	1.458173e+00	1.008527e+00	NCK2
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	3/267	5.009290e-01	6.106029e-01	0	0	1.126904e+00	7.790181e-01	CDC123;BLM;FANCA
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	3/267	5.009290e-01	6.106029e-01	0	0	1.126904e+00	7.790181e-01	CDC20;CCNA2;CDC25A
GO_Biological_Process_2021	DNA-templated transcription, initiation (GO:0006352)	2/168	5.024766e-01	6.118662e-01	0	0	1.194718e+00	8.222126e-01	E2F2;E2F3
GO_Biological_Process_2021	central nervous system development (GO:0007417)	3/268	5.034228e-01	6.123954e-01	0	0	1.122594e+00	7.704641e-01	B3GNT5;PHGDH;HAPLN3
GO_Biological_Process_2021	aerobic electron transport chain (GO:0019646)	1/70	5.057652e-01	6.127540e-01	0	0	1.436967e+00	9.795558e-01	UQCRHL
GO_Biological_Process_2021	negative regulation of viral process (GO:0048525)	1/70	5.057652e-01	6.127540e-01	0	0	1.436967e+00	9.795558e-01	SRPK1
GO_Biological_Process_2021	establishment of protein localization to membrane (GO:0090150)	1/70	5.057652e-01	6.127540e-01	0	0	1.436967e+00	9.795558e-01	MICALL1
GO_Biological_Process_2021	sterol metabolic process (GO:0016125)	1/70	5.057652e-01	6.127540e-01	0	0	1.436967e+00	9.795558e-01	LBR
GO_Biological_Process_2021	regulation of endopeptidase activity (GO:0052548)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	A2ML1
GO_Biological_Process_2021	cellular response to BMP stimulus (GO:0071773)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	RGMA
GO_Biological_Process_2021	regulation of G1/S transition of mitotic cell cycle (GO:2000045)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	KIF14
GO_Biological_Process_2021	regulation of glycolytic process (GO:0006110)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	NUP93
GO_Biological_Process_2021	regulation of hematopoietic stem cell differentiation (GO:1902036)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	FOXC1
GO_Biological_Process_2021	regulation of TOR signaling (GO:0032006)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	FAM83D
GO_Biological_Process_2021	histone acetylation (GO:0016573)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	YEATS2
GO_Biological_Process_2021	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	UQCRHL
GO_Biological_Process_2021	myeloid leukocyte differentiation (GO:0002573)	1/71	5.107249e-01	6.131773e-01	0	0	1.416368e+00	9.516915e-01	DEK
GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)	1/72	5.156351e-01	6.178331e-01	0	0	1.396348e+00	9.248793e-01	KIF14
GO_Biological_Process_2021	positive regulation of neurogenesis (GO:0050769)	1/72	5.156351e-01	6.178331e-01	0	0	1.396348e+00	9.248793e-01	CHODL
GO_Biological_Process_2021	negative regulation of cell adhesion (GO:0007162)	1/73	5.204962e-01	6.205518e-01	0	0	1.376884e+00	8.990678e-01	GTPBP4
GO_Biological_Process_2021	regulation of actin filament polymerization (GO:0030833)	1/73	5.204962e-01	6.205518e-01	0	0	1.376884e+00	8.990678e-01	NCK2
GO_Biological_Process_2021	regulation of Rho protein signal transduction (GO:0035023)	1/73	5.204962e-01	6.205518e-01	0	0	1.376884e+00	8.990678e-01	STMN1
GO_Biological_Process_2021	insulin receptor signaling pathway (GO:0008286)	1/73	5.204962e-01	6.205518e-01	0	0	1.376884e+00	8.990678e-01	ATP6V1C2
GO_Biological_Process_2021	transcription-coupled nucleotide-excision repair (GO:0006283)	1/73	5.204962e-01	6.205518e-01	0	0	1.376884e+00	8.990678e-01	RFC4
GO_Biological_Process_2021	protein modification by small protein removal (GO:0070646)	3/276	5.231402e-01	6.230833e-01	0	0	1.089251e+00	7.057320e-01	CDC20;CCNA2;CDC25A
GO_Biological_Process_2021	regulation of stress fiber assembly (GO:0051492)	1/74	5.253088e-01	6.250444e-01	0	0	1.357954e+00	8.742087e-01	STMN1
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	5/482	5.299253e-01	6.275943e-01	0	0	1.038703e+00	6.595966e-01	FOXC1;BIRC5;LRP8;POU4F1;IL12RB2
GO_Biological_Process_2021	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	1/75	5.300734e-01	6.275943e-01	0	0	1.339536e+00	8.502566e-01	FOXC1
GO_Biological_Process_2021	nucleic acid phosphodiester bond hydrolysis (GO:0090305)	1/75	5.300734e-01	6.275943e-01	0	0	1.339536e+00	8.502566e-01	RFC4
GO_Biological_Process_2021	positive regulation of lymphocyte proliferation (GO:0050671)	1/75	5.300734e-01	6.275943e-01	0	0	1.339536e+00	8.502566e-01	NCK2
GO_Biological_Process_2021	positive regulation of T cell activation (GO:0050870)	1/75	5.300734e-01	6.275943e-01	0	0	1.339536e+00	8.502566e-01	NCK2
GO_Biological_Process_2021	regulation of translation (GO:0006417)	2/178	5.334006e-01	6.300630e-01	0	0	1.126263e+00	7.078365e-01	IGF2BP3;YBX1
GO_Biological_Process_2021	actomyosin structure organization (GO:0031032)	1/76	5.347903e-01	6.300630e-01	0	0	1.321608e+00	8.271688e-01	FAM171A1
GO_Biological_Process_2021	cell morphogenesis involved in neuron differentiation (GO:0048667)	1/76	5.347903e-01	6.300630e-01	0	0	1.321608e+00	8.271688e-01	POU4F1
GO_Biological_Process_2021	regulation of RNA splicing (GO:0043484)	1/76	5.347903e-01	6.300630e-01	0	0	1.321608e+00	8.271688e-01	SRPK1
GO_Biological_Process_2021	water-soluble vitamin metabolic process (GO:0006767)	1/76	5.347903e-01	6.300630e-01	0	0	1.321608e+00	8.271688e-01	MTHFD1L
GO_Biological_Process_2021	RNA processing (GO:0006396)	2/179	5.364204e-01	6.313620e-01	0	0	1.119842e+00	6.974795e-01	DKC1;SRPK1
GO_Biological_Process_2021	cholesterol metabolic process (GO:0008203)	1/77	5.394601e-01	6.324523e-01	0	0	1.304152e+00	8.049051e-01	LBR
GO_Biological_Process_2021	regulation of organelle assembly (GO:1902115)	1/77	5.394601e-01	6.324523e-01	0	0	1.304152e+00	8.049051e-01	STIL
GO_Biological_Process_2021	positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	1/77	5.394601e-01	6.324523e-01	0	0	1.304152e+00	8.049051e-01	RIPK2
GO_Biological_Process_2021	positive regulation of type I interferon production (GO:0032481)	1/77	5.394601e-01	6.324523e-01	0	0	1.304152e+00	8.049051e-01	RIPK2
GO_Biological_Process_2021	negative regulation of apoptotic signaling pathway (GO:2001234)	1/78	5.440833e-01	6.360036e-01	0	0	1.287150e+00	7.834276e-01	FZD9
GO_Biological_Process_2021	protein modification process (GO:0036211)	1/78	5.440833e-01	6.360036e-01	0	0	1.287150e+00	7.834276e-01	STK38
GO_Biological_Process_2021	negative regulation of blood vessel morphogenesis (GO:2000181)	1/78	5.440833e-01	6.360036e-01	0	0	1.287150e+00	7.834276e-01	FOXC1
GO_Biological_Process_2021	axon development (GO:0061564)	1/79	5.486603e-01	6.394804e-01	0	0	1.270584e+00	7.627006e-01	POU4F1
GO_Biological_Process_2021	regulation of cellular response to heat (GO:1900034)	1/79	5.486603e-01	6.394804e-01	0	0	1.270584e+00	7.627006e-01	NUP93
GO_Biological_Process_2021	positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	1/79	5.486603e-01	6.394804e-01	0	0	1.270584e+00	7.627006e-01	PLK1
GO_Biological_Process_2021	proteolysis (GO:0006508)	3/287	5.495429e-01	6.398860e-01	0	0	1.046472e+00	6.264896e-01	PM20D2;ECE2;LRP8
GO_Biological_Process_2021	regulation of fat cell differentiation (GO:0045598)	1/80	5.531916e-01	6.416379e-01	0	0	1.254437e+00	7.426903e-01	CEBPB
GO_Biological_Process_2021	regulation of organelle organization (GO:0033043)	1/80	5.531916e-01	6.416379e-01	0	0	1.254437e+00	7.426903e-01	CDT1
GO_Biological_Process_2021	skin development (GO:0043588)	1/80	5.531916e-01	6.416379e-01	0	0	1.254437e+00	7.426903e-01	STMN1
GO_Biological_Process_2021	lipid biosynthetic process (GO:0008610)	1/80	5.531916e-01	6.416379e-01	0	0	1.254437e+00	7.426903e-01	PDSS1
GO_Biological_Process_2021	cell-cell junction organization (GO:0045216)	1/82	5.621188e-01	6.507314e-01	0	0	1.223339e+00	7.046946e-01	PVR
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	1/82	5.621188e-01	6.507314e-01	0	0	1.223339e+00	7.046946e-01	NCK2
GO_Biological_Process_2021	regulation of defense response (GO:0031347)	1/83	5.665156e-01	6.526653e-01	0	0	1.208359e+00	6.866506e-01	LRP8
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	1/83	5.665156e-01	6.526653e-01	0	0	1.208359e+00	6.866506e-01	RIPK2
GO_Biological_Process_2021	epidermis development (GO:0008544)	1/83	5.665156e-01	6.526653e-01	0	0	1.208359e+00	6.866506e-01	YBX1
GO_Biological_Process_2021	glycoprotein biosynthetic process (GO:0009101)	1/83	5.665156e-01	6.526653e-01	0	0	1.208359e+00	6.866506e-01	B3GNT5
GO_Biological_Process_2021	positive regulation of plasma membrane bounded cell projection assembly (GO:0120034)	1/83	5.665156e-01	6.526653e-01	0	0	1.208359e+00	6.866506e-01	ANLN
GO_Biological_Process_2021	nuclear export (GO:0051168)	1/84	5.708685e-01	6.564166e-01	0	0	1.193740e+00	6.692061e-01	XPO5
GO_Biological_Process_2021	vascular transport (GO:0010232)	1/84	5.708685e-01	6.564166e-01	0	0	1.193740e+00	6.692061e-01	SLC7A5
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	4/404	5.773594e-01	6.632430e-01	0	0	9.897959e-01	5.436853e-01	FOXC1;STMN1;NCK2;ATP6V1C2
GO_Biological_Process_2021	regulation of neuron death (GO:1901214)	1/86	5.794443e-01	6.637271e-01	0	0	1.165534e+00	6.360151e-01	KIF14
GO_Biological_Process_2021	positive regulation of proteasomal protein catabolic process (GO:1901800)	1/86	5.794443e-01	6.637271e-01	0	0	1.165534e+00	6.360151e-01	PLK1
GO_Biological_Process_2021	transport across blood-brain barrier (GO:0150104)	1/86	5.794443e-01	6.637271e-01	0	0	1.165534e+00	6.360151e-01	SLC7A5
GO_Biological_Process_2021	protein targeting to membrane (GO:0006612)	1/87	5.836680e-01	6.672880e-01	0	0	1.151922e+00	6.202215e-01	MICALL1
GO_Biological_Process_2021	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	1/87	5.836680e-01	6.672880e-01	0	0	1.151922e+00	6.202215e-01	CHEK1
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	4/408	5.851614e-01	6.683570e-01	0	0	9.797939e-01	5.250399e-01	KIF14;PRKX;GTSE1;GTPBP4
GO_Biological_Process_2021	sensory perception of mechanical stimulus (GO:0050954)	1/88	5.878495e-01	6.701484e-01	0	0	1.138624e+00	6.049332e-01	BIRC5
GO_Biological_Process_2021	positive regulation of neuron projection development (GO:0010976)	1/88	5.878495e-01	6.701484e-01	0	0	1.138624e+00	6.049332e-01	LRP8
GO_Biological_Process_2021	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	1/89	5.919892e-01	6.742256e-01	0	0	1.125628e+00	5.901296e-01	KIF14
GO_Biological_Process_2021	endomembrane system organization (GO:0010256)	2/199	5.939726e-01	6.758414e-01	0	0	1.005127e+00	5.235931e-01	NUP93;UBXN2A
GO_Biological_Process_2021	regulation of mRNA splicing, via spliceosome (GO:0048024)	1/90	5.960875e-01	6.769609e-01	0	0	1.112924e+00	5.757911e-01	SRPK1
GO_Biological_Process_2021	protein complex oligomerization (GO:0051259)	1/90	5.960875e-01	6.769609e-01	0	0	1.112924e+00	5.757911e-01	BLM
GO_Biological_Process_2021	sensory perception of sound (GO:0007605)	1/91	6.001449e-01	6.796343e-01	0	0	1.100503e+00	5.618991e-01	BIRC5
GO_Biological_Process_2021	toll-like receptor signaling pathway (GO:0002224)	1/91	6.001449e-01	6.796343e-01	0	0	1.100503e+00	5.618991e-01	RIPK2
GO_Biological_Process_2021	positive regulation of supramolecular fiber organization (GO:1902905)	1/91	6.001449e-01	6.796343e-01	0	0	1.100503e+00	5.618991e-01	NCK2
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	4/417	6.024101e-01	6.803213e-01	0	0	9.579977e-01	4.855293e-01	CHEK2;STK38;IGF2BP3;PDIA6
GO_Biological_Process_2021	negative regulation of mitotic cell cycle phase transition (GO:1901991)	1/92	6.041617e-01	6.803213e-01	0	0	1.088354e+00	5.484361e-01	AURKA
